MATERIAL,Product_Type,Product_SubType
MAT000545,Product_Type_1404,Product_SubType_1404-3
MAT000546,Product_Type_647,Product_SubType_647-2
MAT000547,Product_Type_1328,Product_SubType_1328-1
MAT000548,Product_Type_404,Product_SubType_404-1
MAT000549,Product_Type_333,Product_SubType_333-1
MAT000550,Product_Type_355,Product_SubType_355-4
MAT000551,Product_Type_1239,Product_SubType_1239-1
MAT000552,Product_Type_517,Product_SubType_517-6
MAT000553,Product_Type_942,Product_SubType_942-3
MAT000554,Product_Type_782,Product_SubType_782-1
MAT000555,Product_Type_1476,Product_SubType_1476-4
MAT000556,Product_Type_796,Product_SubType_796-4
MAT000557,Product_Type_1357,Product_SubType_1357-6
MAT000558,Product_Type_119,Product_SubType_119-2
MAT000559,Product_Type_238,Product_SubType_238-1
MAT000560,Product_Type_576,Product_SubType_576-5
MAT000561,Product_Type_913,Product_SubType_913-3
MAT000562,Product_Type_1094,Product_SubType_1094-2
MAT000563,Product_Type_1477,Product_SubType_1477-4
MAT000564,Product_Type_1045,Product_SubType_1045-3
MAT000565,Product_Type_684,Product_SubType_684-1
MAT000566,Product_Type_88,Product_SubType_88-2
MAT000567,Product_Type_799,Product_SubType_799-1
MAT000568,Product_Type_684,Product_SubType_684-1
MAT000569,Product_Type_250,Product_SubType_250-3
MAT000570,Product_Type_1002,Product_SubType_1002-1
MAT000571,Product_Type_1321,Product_SubType_1321-1
MAT000572,Product_Type_1439,Product_SubType_1439-1
MAT000573,Product_Type_942,Product_SubType_942-1
MAT000574,Product_Type_375,Product_SubType_375-1
MAT000575,Product_Type_83,Product_SubType_83-1
MAT000576,Product_Type_1151,Product_SubType_1151-8
MAT000577,Product_Type_703,Product_SubType_703-5
MAT000578,Product_Type_951,Product_SubType_951-5
MAT000579,Product_Type_618,Product_SubType_618-2
MAT000580,Product_Type_1162,Product_SubType_1162-2
MAT000581,Product_Type_153,Product_SubType_153-1
MAT000582,Product_Type_496,Product_SubType_496-4
MAT000583,Product_Type_1091,Product_SubType_1091-1
MAT000584,Product_Type_1437,Product_SubType_1437-5
MAT000585,Product_Type_1146,Product_SubType_1146-3
MAT000586,Product_Type_1109,Product_SubType_1109-4
MAT000587,Product_Type_992,Product_SubType_992-2
MAT000588,Product_Type_1039,Product_SubType_1039-3
MAT000589,Product_Type_967,Product_SubType_967-4
MAT000590,Product_Type_561,Product_SubType_561-2
MAT000591,Product_Type_1109,Product_SubType_1109-5
MAT000592,Product_Type_94,Product_SubType_94-1
MAT000593,Product_Type_1408,Product_SubType_1408-2
MAT000594,Product_Type_1264,Product_SubType_1264-3
MAT000595,Product_Type_340,Product_SubType_340-1
MAT000596,Product_Type_1496,Product_SubType_1496-3
MAT000597,Product_Type_1485,Product_SubType_1485-1
MAT000598,Product_Type_870,Product_SubType_870-3
MAT000599,Product_Type_61,Product_SubType_61-4
MAT000600,Product_Type_23,Product_SubType_23-2
MAT000601,Product_Type_890,Product_SubType_890-1
MAT000602,Product_Type_622,Product_SubType_622-2
MAT000603,Product_Type_1453,Product_SubType_1453-3
MAT000604,Product_Type_611,Product_SubType_611-3
MAT000605,Product_Type_362,Product_SubType_362-6
MAT000606,Product_Type_837,Product_SubType_837-2
MAT000607,Product_Type_441,Product_SubType_441-3
MAT000608,Product_Type_1137,Product_SubType_1137-3
MAT000609,Product_Type_413,Product_SubType_413-3
MAT000610,Product_Type_1073,Product_SubType_1073-4
MAT000611,Product_Type_685,Product_SubType_685-2
MAT000612,Product_Type_172,Product_SubType_172-4
MAT000613,Product_Type_239,Product_SubType_239-4
MAT000614,Product_Type_377,Product_SubType_377-3
MAT000615,Product_Type_1422,Product_SubType_1422-2
MAT000616,Product_Type_867,Product_SubType_867-2
MAT000617,Product_Type_236,Product_SubType_236-4
MAT000618,Product_Type_525,Product_SubType_525-4
MAT000619,Product_Type_164,Product_SubType_164-3
MAT000620,Product_Type_1382,Product_SubType_1382-4
MAT000621,Product_Type_575,Product_SubType_575-2
MAT000622,Product_Type_324,Product_SubType_324-3
MAT000623,Product_Type_1074,Product_SubType_1074-1
MAT000624,Product_Type_1100,Product_SubType_1100-3
MAT000625,Product_Type_511,Product_SubType_511-2
MAT000626,Product_Type_991,Product_SubType_991-4
MAT000627,Product_Type_1146,Product_SubType_1146-5
MAT000628,Product_Type_1110,Product_SubType_1110-5
MAT000629,Product_Type_1175,Product_SubType_1175-1
MAT000630,Product_Type_751,Product_SubType_751-1
MAT000631,Product_Type_901,Product_SubType_901-2
MAT000632,Product_Type_540,Product_SubType_540-1
MAT000633,Product_Type_73,Product_SubType_73-6
MAT000634,Product_Type_1048,Product_SubType_1048-3
MAT000635,Product_Type_860,Product_SubType_860-1
MAT000636,Product_Type_1498,Product_SubType_1498-1
MAT000637,Product_Type_384,Product_SubType_384-4
MAT000638,Product_Type_909,Product_SubType_909-2
MAT000639,Product_Type_754,Product_SubType_754-2
MAT000640,Product_Type_283,Product_SubType_283-3
MAT000641,Product_Type_190,Product_SubType_190-3
MAT000642,Product_Type_1025,Product_SubType_1025-2
MAT000643,Product_Type_147,Product_SubType_147-5
MAT000644,Product_Type_585,Product_SubType_585-3
MAT000645,Product_Type_641,Product_SubType_641-4
MAT000646,Product_Type_729,Product_SubType_729-3
MAT000647,Product_Type_1238,Product_SubType_1238-1
MAT000648,Product_Type_1065,Product_SubType_1065-4
MAT000649,Product_Type_1184,Product_SubType_1184-2
MAT000650,Product_Type_1392,Product_SubType_1392-1
MAT000651,Product_Type_988,Product_SubType_988-3
MAT000652,Product_Type_1218,Product_SubType_1218-1
MAT000653,Product_Type_1237,Product_SubType_1237-4
MAT000654,Product_Type_887,Product_SubType_887-4
MAT000655,Product_Type_621,Product_SubType_621-1
MAT000656,Product_Type_383,Product_SubType_383-2
MAT000657,Product_Type_216,Product_SubType_216-4
MAT000658,Product_Type_237,Product_SubType_237-4
MAT000659,Product_Type_1083,Product_SubType_1083-2
MAT000660,Product_Type_662,Product_SubType_662-2
MAT000661,Product_Type_877,Product_SubType_877-2
MAT000662,Product_Type_736,Product_SubType_736-1
MAT000663,Product_Type_390,Product_SubType_390-1
MAT000664,Product_Type_370,Product_SubType_370-1
MAT000665,Product_Type_1241,Product_SubType_1241-3
MAT000666,Product_Type_558,Product_SubType_558-1
MAT000667,Product_Type_1401,Product_SubType_1401-2
MAT000668,Product_Type_276,Product_SubType_276-2
MAT000669,Product_Type_48,Product_SubType_48-2
MAT000670,Product_Type_813,Product_SubType_813-1
MAT000671,Product_Type_1044,Product_SubType_1044-2
MAT000672,Product_Type_727,Product_SubType_727-2
MAT000673,Product_Type_879,Product_SubType_879-3
MAT000674,Product_Type_342,Product_SubType_342-2
MAT000675,Product_Type_173,Product_SubType_173-3
MAT000676,Product_Type_395,Product_SubType_395-4
MAT000677,Product_Type_471,Product_SubType_471-1
MAT000678,Product_Type_1034,Product_SubType_1034-4
MAT000679,Product_Type_340,Product_SubType_340-4
MAT000680,Product_Type_135,Product_SubType_135-1
MAT000681,Product_Type_909,Product_SubType_909-1
MAT000682,Product_Type_1443,Product_SubType_1443-5
MAT000683,Product_Type_303,Product_SubType_303-3
MAT000684,Product_Type_1339,Product_SubType_1339-1
MAT000685,Product_Type_253,Product_SubType_253-1
MAT000686,Product_Type_344,Product_SubType_344-4
MAT000687,Product_Type_276,Product_SubType_276-2
MAT000688,Product_Type_1052,Product_SubType_1052-1
MAT000689,Product_Type_1416,Product_SubType_1416-4
MAT000690,Product_Type_149,Product_SubType_149-2
MAT000691,Product_Type_590,Product_SubType_590-6
MAT000692,Product_Type_351,Product_SubType_351-2
MAT000693,Product_Type_53,Product_SubType_53-2
MAT000694,Product_Type_1134,Product_SubType_1134-2
MAT000695,Product_Type_828,Product_SubType_828-1
MAT000696,Product_Type_310,Product_SubType_310-4
MAT000697,Product_Type_834,Product_SubType_834-3
MAT000698,Product_Type_728,Product_SubType_728-3
MAT000699,Product_Type_349,Product_SubType_349-1
MAT000700,Product_Type_1061,Product_SubType_1061-4
MAT000701,Product_Type_920,Product_SubType_920-2
MAT000702,Product_Type_1405,Product_SubType_1405-1
MAT000703,Product_Type_44,Product_SubType_44-2
MAT000704,Product_Type_1304,Product_SubType_1304-1
MAT000705,Product_Type_585,Product_SubType_585-2
MAT000706,Product_Type_1297,Product_SubType_1297-2
MAT000707,Product_Type_1398,Product_SubType_1398-3
MAT000708,Product_Type_1383,Product_SubType_1383-3
MAT000709,Product_Type_1246,Product_SubType_1246-1
MAT000710,Product_Type_1077,Product_SubType_1077-7
MAT000711,Product_Type_691,Product_SubType_691-2
MAT000712,Product_Type_1477,Product_SubType_1477-1
MAT000713,Product_Type_1344,Product_SubType_1344-2
MAT000714,Product_Type_959,Product_SubType_959-2
MAT000715,Product_Type_1494,Product_SubType_1494-3
MAT000716,Product_Type_278,Product_SubType_278-4
MAT000717,Product_Type_337,Product_SubType_337-5
MAT000718,Product_Type_1423,Product_SubType_1423-2
MAT000719,Product_Type_460,Product_SubType_460-1
MAT000720,Product_Type_47,Product_SubType_47-2
MAT000721,Product_Type_809,Product_SubType_809-1
MAT000722,Product_Type_401,Product_SubType_401-3
MAT000723,Product_Type_158,Product_SubType_158-4
MAT000724,Product_Type_1375,Product_SubType_1375-3
MAT000725,Product_Type_308,Product_SubType_308-1
MAT000726,Product_Type_28,Product_SubType_28-2
MAT000727,Product_Type_992,Product_SubType_992-3
MAT000728,Product_Type_1089,Product_SubType_1089-3
MAT000729,Product_Type_1099,Product_SubType_1099-2
MAT000730,Product_Type_1153,Product_SubType_1153-3
MAT000731,Product_Type_962,Product_SubType_962-2
MAT000732,Product_Type_1357,Product_SubType_1357-1
MAT000733,Product_Type_489,Product_SubType_489-1
MAT000734,Product_Type_415,Product_SubType_415-3
MAT000735,Product_Type_502,Product_SubType_502-2
MAT000736,Product_Type_1454,Product_SubType_1454-1
MAT000737,Product_Type_543,Product_SubType_543-3
MAT000738,Product_Type_1301,Product_SubType_1301-3
MAT000739,Product_Type_766,Product_SubType_766-4
MAT000740,Product_Type_1039,Product_SubType_1039-3
MAT000741,Product_Type_206,Product_SubType_206-2
MAT000742,Product_Type_68,Product_SubType_68-2
MAT000743,Product_Type_89,Product_SubType_89-2
MAT000744,Product_Type_866,Product_SubType_866-5
MAT000745,Product_Type_747,Product_SubType_747-1
MAT000746,Product_Type_220,Product_SubType_220-2
MAT000747,Product_Type_799,Product_SubType_799-2
MAT000748,Product_Type_789,Product_SubType_789-1
MAT000749,Product_Type_1109,Product_SubType_1109-3
MAT000750,Product_Type_727,Product_SubType_727-1
MAT000751,Product_Type_1150,Product_SubType_1150-3
MAT000752,Product_Type_353,Product_SubType_353-2
MAT000753,Product_Type_470,Product_SubType_470-3
MAT000754,Product_Type_889,Product_SubType_889-1
MAT000755,Product_Type_895,Product_SubType_895-2
MAT000756,Product_Type_627,Product_SubType_627-4
MAT000757,Product_Type_1174,Product_SubType_1174-2
MAT000758,Product_Type_767,Product_SubType_767-3
MAT000759,Product_Type_177,Product_SubType_177-3
MAT000760,Product_Type_1127,Product_SubType_1127-4
MAT000761,Product_Type_408,Product_SubType_408-5
MAT000762,Product_Type_448,Product_SubType_448-1
MAT000763,Product_Type_15,Product_SubType_15-5
MAT000764,Product_Type_568,Product_SubType_568-3
MAT000765,Product_Type_1125,Product_SubType_1125-1
MAT000766,Product_Type_920,Product_SubType_920-2
MAT000767,Product_Type_1165,Product_SubType_1165-5
MAT000768,Product_Type_1006,Product_SubType_1006-2
MAT000769,Product_Type_1374,Product_SubType_1374-7
MAT000770,Product_Type_321,Product_SubType_321-2
MAT000771,Product_Type_140,Product_SubType_140-3
MAT000772,Product_Type_752,Product_SubType_752-1
MAT000773,Product_Type_874,Product_SubType_874-3
MAT000774,Product_Type_821,Product_SubType_821-3
MAT000775,Product_Type_1066,Product_SubType_1066-5
MAT000776,Product_Type_300,Product_SubType_300-3
MAT000777,Product_Type_1460,Product_SubType_1460-1
MAT000778,Product_Type_1046,Product_SubType_1046-1
MAT000779,Product_Type_327,Product_SubType_327-3
MAT000780,Product_Type_923,Product_SubType_923-5
MAT000781,Product_Type_426,Product_SubType_426-2
MAT000782,Product_Type_13,Product_SubType_13-1
MAT000783,Product_Type_1204,Product_SubType_1204-5
MAT000784,Product_Type_515,Product_SubType_515-1
MAT000785,Product_Type_1129,Product_SubType_1129-1
MAT000786,Product_Type_1255,Product_SubType_1255-1
MAT000787,Product_Type_150,Product_SubType_150-3
MAT000788,Product_Type_671,Product_SubType_671-5
MAT000789,Product_Type_812,Product_SubType_812-4
MAT000790,Product_Type_1155,Product_SubType_1155-1
MAT000791,Product_Type_925,Product_SubType_925-2
MAT000792,Product_Type_690,Product_SubType_690-2
MAT000793,Product_Type_663,Product_SubType_663-1
MAT000794,Product_Type_1096,Product_SubType_1096-2
MAT000795,Product_Type_590,Product_SubType_590-6
MAT000796,Product_Type_169,Product_SubType_169-4
MAT000797,Product_Type_222,Product_SubType_222-3
MAT000798,Product_Type_403,Product_SubType_403-6
MAT000799,Product_Type_808,Product_SubType_808-1
MAT000800,Product_Type_144,Product_SubType_144-1
MAT000801,Product_Type_671,Product_SubType_671-2
MAT000802,Product_Type_727,Product_SubType_727-1
MAT000803,Product_Type_1224,Product_SubType_1224-4
MAT000804,Product_Type_965,Product_SubType_965-3
MAT000805,Product_Type_140,Product_SubType_140-5
MAT000806,Product_Type_1481,Product_SubType_1481-4
MAT000807,Product_Type_914,Product_SubType_914-4
MAT000808,Product_Type_1205,Product_SubType_1205-5
MAT000809,Product_Type_830,Product_SubType_830-4
MAT000810,Product_Type_1283,Product_SubType_1283-1
MAT000811,Product_Type_1344,Product_SubType_1344-3
MAT000812,Product_Type_1252,Product_SubType_1252-1
MAT000813,Product_Type_1363,Product_SubType_1363-5
MAT000814,Product_Type_1215,Product_SubType_1215-1
MAT000815,Product_Type_1039,Product_SubType_1039-3
MAT000816,Product_Type_92,Product_SubType_92-2
MAT000817,Product_Type_292,Product_SubType_292-1
MAT000818,Product_Type_1080,Product_SubType_1080-3
MAT000819,Product_Type_981,Product_SubType_981-3
MAT000820,Product_Type_283,Product_SubType_283-5
MAT000821,Product_Type_1278,Product_SubType_1278-4
MAT000822,Product_Type_933,Product_SubType_933-3
MAT000823,Product_Type_1168,Product_SubType_1168-1
MAT000824,Product_Type_457,Product_SubType_457-2
MAT000825,Product_Type_1127,Product_SubType_1127-4
MAT000826,Product_Type_128,Product_SubType_128-5
MAT000827,Product_Type_594,Product_SubType_594-1
MAT000828,Product_Type_988,Product_SubType_988-1
MAT000829,Product_Type_124,Product_SubType_124-2
MAT000830,Product_Type_334,Product_SubType_334-3
MAT000831,Product_Type_605,Product_SubType_605-3
MAT000832,Product_Type_1435,Product_SubType_1435-5
MAT000833,Product_Type_286,Product_SubType_286-4
MAT000834,Product_Type_552,Product_SubType_552-1
MAT000835,Product_Type_356,Product_SubType_356-3
MAT000836,Product_Type_1341,Product_SubType_1341-2
MAT000837,Product_Type_872,Product_SubType_872-1
MAT000838,Product_Type_646,Product_SubType_646-2
MAT000839,Product_Type_688,Product_SubType_688-3
MAT000840,Product_Type_378,Product_SubType_378-3
MAT000841,Product_Type_114,Product_SubType_114-1
MAT000842,Product_Type_194,Product_SubType_194-4
MAT000843,Product_Type_212,Product_SubType_212-7
MAT000844,Product_Type_626,Product_SubType_626-2
MAT000845,Product_Type_483,Product_SubType_483-3
MAT000846,Product_Type_1404,Product_SubType_1404-2
MAT000847,Product_Type_187,Product_SubType_187-2
MAT000848,Product_Type_1361,Product_SubType_1361-1
MAT000849,Product_Type_170,Product_SubType_170-1
MAT000850,Product_Type_416,Product_SubType_416-2
MAT000851,Product_Type_241,Product_SubType_241-5
MAT000852,Product_Type_751,Product_SubType_751-5
MAT000853,Product_Type_1293,Product_SubType_1293-1
MAT000854,Product_Type_1077,Product_SubType_1077-1
MAT000855,Product_Type_959,Product_SubType_959-2
MAT000856,Product_Type_928,Product_SubType_928-4
MAT000857,Product_Type_612,Product_SubType_612-3
MAT000858,Product_Type_667,Product_SubType_667-3
MAT000859,Product_Type_277,Product_SubType_277-2
MAT000860,Product_Type_1200,Product_SubType_1200-2
MAT000861,Product_Type_1388,Product_SubType_1388-2
MAT000862,Product_Type_537,Product_SubType_537-1
MAT000863,Product_Type_526,Product_SubType_526-1
MAT000864,Product_Type_857,Product_SubType_857-1
MAT000865,Product_Type_350,Product_SubType_350-1
MAT000866,Product_Type_928,Product_SubType_928-1
MAT000867,Product_Type_986,Product_SubType_986-5
MAT000868,Product_Type_70,Product_SubType_70-1
MAT000869,Product_Type_531,Product_SubType_531-4
MAT000870,Product_Type_525,Product_SubType_525-4
MAT000871,Product_Type_1089,Product_SubType_1089-2
MAT000872,Product_Type_951,Product_SubType_951-1
MAT000873,Product_Type_1132,Product_SubType_1132-4
MAT000874,Product_Type_1197,Product_SubType_1197-3
MAT000875,Product_Type_541,Product_SubType_541-2
MAT000876,Product_Type_279,Product_SubType_279-3
MAT000877,Product_Type_675,Product_SubType_675-3
MAT000878,Product_Type_1469,Product_SubType_1469-2
MAT000879,Product_Type_699,Product_SubType_699-5
MAT000880,Product_Type_1020,Product_SubType_1020-2
MAT000881,Product_Type_527,Product_SubType_527-2
MAT000882,Product_Type_1146,Product_SubType_1146-3
MAT000883,Product_Type_102,Product_SubType_102-4
MAT000884,Product_Type_641,Product_SubType_641-2
MAT000885,Product_Type_759,Product_SubType_759-1
MAT000886,Product_Type_1172,Product_SubType_1172-2
MAT000887,Product_Type_856,Product_SubType_856-1
MAT000888,Product_Type_812,Product_SubType_812-4
MAT000889,Product_Type_342,Product_SubType_342-3
MAT000890,Product_Type_955,Product_SubType_955-5
MAT000891,Product_Type_553,Product_SubType_553-3
MAT000892,Product_Type_1024,Product_SubType_1024-5
MAT000893,Product_Type_177,Product_SubType_177-4
MAT000894,Product_Type_1420,Product_SubType_1420-1
MAT000895,Product_Type_128,Product_SubType_128-1
MAT000896,Product_Type_1133,Product_SubType_1133-4
MAT000897,Product_Type_1133,Product_SubType_1133-6
MAT000898,Product_Type_520,Product_SubType_520-1
MAT000899,Product_Type_1480,Product_SubType_1480-3
MAT000900,Product_Type_194,Product_SubType_194-2
MAT000901,Product_Type_754,Product_SubType_754-2
MAT000902,Product_Type_616,Product_SubType_616-3
MAT000903,Product_Type_1338,Product_SubType_1338-1
MAT000904,Product_Type_1279,Product_SubType_1279-2
MAT000905,Product_Type_282,Product_SubType_282-3
MAT000906,Product_Type_707,Product_SubType_707-3
MAT000907,Product_Type_331,Product_SubType_331-4
MAT000908,Product_Type_780,Product_SubType_780-2
MAT000909,Product_Type_1048,Product_SubType_1048-1
