material,material_type
MAT001000,Material_Type_1
MAT001001,Material_Type_1
MAT001002,Material_Type_1
MAT001003,Material_Type_1
MAT001004,Material_Type_1
MAT001005,Material_Type_2
MAT001006,Material_Type_1
MAT001007,Material_Type_1
MAT001008,Material_Type_1
MAT001009,Material_Type_1
MAT001010,Material_Type_2
MAT001011,Material_Type_1
MAT001012,Material_Type_2
MAT001013,Material_Type_2
MAT001014,Material_Type_1
MAT001015,Material_Type_2
MAT001016,Material_Type_2
MAT001017,Material_Type_2
MAT001018,Material_Type_2
MAT001019,Material_Type_1
MAT001020,Material_Type_1
MAT001021,Material_Type_1
MAT001022,Material_Type_1
MAT001023,Material_Type_1
MAT001024,Material_Type_2
MAT001025,Material_Type_2
MAT001026,Material_Type_2
MAT001027,Material_Type_2
MAT001028,Material_Type_1
MAT001029,Material_Type_2
MAT001030,Material_Type_1
MAT001031,Material_Type_1
MAT001032,Material_Type_1
MAT001033,Material_Type_2
MAT001034,Material_Type_2
MAT001035,Material_Type_1
MAT001036,Material_Type_2
MAT001037,Material_Type_2
MAT001038,Material_Type_1
MAT001039,Material_Type_2
MAT001040,Material_Type_1
MAT001041,Material_Type_2
MAT001042,Material_Type_2
MAT001043,Material_Type_1
MAT001044,Material_Type_2
MAT001045,Material_Type_2
MAT001046,Material_Type_1
MAT001047,Material_Type_1
MAT001048,Material_Type_2
MAT001049,Material_Type_1
MAT001050,Material_Type_1
MAT001051,Material_Type_1
MAT001052,Material_Type_2
MAT001053,Material_Type_2
MAT001054,Material_Type_1
MAT001055,Material_Type_2
MAT001056,Material_Type_2
MAT001057,Material_Type_2
MAT001058,Material_Type_1
MAT001059,Material_Type_1
MAT001060,Material_Type_2
MAT001061,Material_Type_1
MAT001062,Material_Type_1
MAT001063,Material_Type_2
MAT001064,Material_Type_2
MAT001065,Material_Type_2
MAT001066,Material_Type_1
MAT001067,Material_Type_1
MAT001068,Material_Type_1
MAT001069,Material_Type_1
MAT001070,Material_Type_1
MAT001071,Material_Type_2
MAT001072,Material_Type_1
MAT001073,Material_Type_2
MAT001074,Material_Type_2
MAT001075,Material_Type_2
MAT001076,Material_Type_2
MAT001077,Material_Type_2
MAT001078,Material_Type_1
MAT001079,Material_Type_1
MAT001080,Material_Type_1
MAT001081,Material_Type_1
MAT001082,Material_Type_1
MAT001083,Material_Type_1
MAT001084,Material_Type_1
MAT001085,Material_Type_2
MAT001086,Material_Type_1
MAT001087,Material_Type_1
MAT001088,Material_Type_2
MAT001089,Material_Type_1
MAT001090,Material_Type_2
MAT001091,Material_Type_1
MAT001092,Material_Type_2
MAT001093,Material_Type_2
MAT001094,Material_Type_1
MAT001095,Material_Type_1
MAT001096,Material_Type_1
MAT001097,Material_Type_2
MAT001098,Material_Type_2
MAT001099,Material_Type_2
MAT001100,Material_Type_1
MAT001101,Material_Type_2
MAT001102,Material_Type_1
MAT001103,Material_Type_1
MAT001104,Material_Type_1
MAT001105,Material_Type_1
MAT001106,Material_Type_1
MAT001107,Material_Type_2
MAT001108,Material_Type_1
MAT001109,Material_Type_2
MAT001110,Material_Type_2
MAT001111,Material_Type_2
MAT001112,Material_Type_2
MAT001113,Material_Type_1
MAT001114,Material_Type_1
MAT001115,Material_Type_2
MAT001116,Material_Type_1
MAT001117,Material_Type_2
MAT001118,Material_Type_1
MAT001119,Material_Type_2
MAT001120,Material_Type_2
MAT001121,Material_Type_1
MAT001122,Material_Type_2
MAT001123,Material_Type_1
MAT001124,Material_Type_2
MAT001125,Material_Type_1
MAT001126,Material_Type_1
MAT001127,Material_Type_2
MAT001128,Material_Type_2
MAT001129,Material_Type_2
MAT001130,Material_Type_1
MAT001131,Material_Type_1
MAT001132,Material_Type_2
MAT001133,Material_Type_2
MAT001134,Material_Type_2
MAT001135,Material_Type_2
MAT001136,Material_Type_1
MAT001137,Material_Type_2
MAT001138,Material_Type_2
MAT001139,Material_Type_2
MAT001140,Material_Type_1
MAT001141,Material_Type_1
MAT001142,Material_Type_1
MAT001143,Material_Type_2
MAT001144,Material_Type_1
MAT001145,Material_Type_1
MAT001146,Material_Type_2
MAT001147,Material_Type_1
MAT001148,Material_Type_1
MAT001149,Material_Type_2
MAT001150,Material_Type_2
MAT001151,Material_Type_2
MAT001152,Material_Type_1
MAT001153,Material_Type_1
MAT001154,Material_Type_1
MAT001155,Material_Type_1
MAT001156,Material_Type_2
MAT001157,Material_Type_1
MAT001158,Material_Type_1
MAT001159,Material_Type_1
MAT001160,Material_Type_2
MAT001161,Material_Type_1
MAT001162,Material_Type_2
MAT001163,Material_Type_2
MAT001164,Material_Type_2
MAT001165,Material_Type_1
MAT001166,Material_Type_2
MAT001167,Material_Type_1
MAT001168,Material_Type_1
MAT001169,Material_Type_1
MAT001170,Material_Type_2
MAT001171,Material_Type_1
MAT001172,Material_Type_2
MAT001173,Material_Type_1
MAT001174,Material_Type_2
MAT001175,Material_Type_2
MAT001176,Material_Type_1
MAT001177,Material_Type_1
MAT001178,Material_Type_2
MAT001179,Material_Type_1
MAT001180,Material_Type_1
MAT001181,Material_Type_1
MAT001182,Material_Type_2
MAT001183,Material_Type_1
MAT001184,Material_Type_1
MAT001185,Material_Type_1
MAT001186,Material_Type_2
MAT001187,Material_Type_2
MAT001188,Material_Type_2
MAT001189,Material_Type_1
MAT001190,Material_Type_1
MAT001191,Material_Type_2
MAT001192,Material_Type_1
MAT001193,Material_Type_1
MAT001194,Material_Type_2
MAT001195,Material_Type_1
MAT001196,Material_Type_1
MAT001197,Material_Type_1
MAT001198,Material_Type_2
MAT001199,Material_Type_2
MAT001200,Material_Type_1
MAT001201,Material_Type_2
MAT001202,Material_Type_2
MAT001203,Material_Type_1
MAT001204,Material_Type_1
MAT001205,Material_Type_1
MAT001206,Material_Type_1
MAT001207,Material_Type_1
MAT001208,Material_Type_2
MAT001209,Material_Type_2
MAT001210,Material_Type_1
MAT001211,Material_Type_1
MAT001212,Material_Type_1
MAT001213,Material_Type_2
MAT001214,Material_Type_2
MAT001215,Material_Type_2
MAT001216,Material_Type_1
MAT001217,Material_Type_2
MAT001218,Material_Type_1
MAT001219,Material_Type_2
MAT001220,Material_Type_2
MAT001221,Material_Type_1
MAT001222,Material_Type_2
MAT001223,Material_Type_2
MAT001224,Material_Type_2
MAT001225,Material_Type_2
MAT001226,Material_Type_2
MAT001227,Material_Type_1
MAT001228,Material_Type_1
MAT001229,Material_Type_2
MAT001230,Material_Type_2
MAT001231,Material_Type_2
MAT001232,Material_Type_1
MAT001233,Material_Type_1
MAT001234,Material_Type_2
MAT001235,Material_Type_1
MAT001236,Material_Type_1
MAT001237,Material_Type_2
MAT001238,Material_Type_1
MAT001239,Material_Type_1
MAT001240,Material_Type_1
MAT001241,Material_Type_2
MAT001242,Material_Type_1
MAT001243,Material_Type_2
MAT001244,Material_Type_1
MAT001245,Material_Type_2
MAT001246,Material_Type_1
MAT001247,Material_Type_1
MAT001248,Material_Type_2
MAT001249,Material_Type_2
MAT001250,Material_Type_1
MAT001251,Material_Type_2
MAT001252,Material_Type_1
MAT001253,Material_Type_2
MAT001254,Material_Type_2
MAT001255,Material_Type_1
MAT001256,Material_Type_1
MAT001257,Material_Type_2
MAT001258,Material_Type_2
MAT001259,Material_Type_2
MAT001260,Material_Type_1
MAT001261,Material_Type_1
MAT001262,Material_Type_1
MAT001263,Material_Type_1
MAT001264,Material_Type_1
MAT001265,Material_Type_1
MAT001266,Material_Type_2
MAT001267,Material_Type_2
MAT001268,Material_Type_1
MAT001269,Material_Type_1
MAT001270,Material_Type_2
MAT001271,Material_Type_1
MAT001272,Material_Type_2
MAT001273,Material_Type_2
MAT001274,Material_Type_2
MAT001275,Material_Type_2
MAT001276,Material_Type_2
MAT001277,Material_Type_1
MAT001278,Material_Type_1
MAT001279,Material_Type_1
MAT001280,Material_Type_1
MAT001281,Material_Type_1
MAT001282,Material_Type_2
MAT001283,Material_Type_2
MAT001284,Material_Type_1
MAT001285,Material_Type_2
MAT001286,Material_Type_2
MAT001287,Material_Type_1
MAT001288,Material_Type_2
MAT001289,Material_Type_1
MAT001290,Material_Type_1
MAT001291,Material_Type_1
MAT001292,Material_Type_2
MAT001293,Material_Type_1
MAT001294,Material_Type_2
MAT001295,Material_Type_2
MAT001296,Material_Type_1
MAT001297,Material_Type_2
MAT001298,Material_Type_1
MAT001299,Material_Type_1
MAT001300,Material_Type_2
MAT001301,Material_Type_2
MAT001302,Material_Type_2
MAT001303,Material_Type_2
MAT001304,Material_Type_2
MAT001305,Material_Type_2
MAT001306,Material_Type_2
MAT001307,Material_Type_1
MAT001308,Material_Type_1
MAT001309,Material_Type_1
MAT001310,Material_Type_1
MAT001311,Material_Type_2
MAT001312,Material_Type_1
MAT001313,Material_Type_1
MAT001314,Material_Type_1
MAT001315,Material_Type_1
MAT001316,Material_Type_2
MAT001317,Material_Type_2
MAT001318,Material_Type_1
MAT001319,Material_Type_1
MAT001320,Material_Type_1
MAT001321,Material_Type_1
MAT001322,Material_Type_1
MAT001323,Material_Type_2
MAT001324,Material_Type_2
MAT001325,Material_Type_2
MAT001326,Material_Type_2
MAT001327,Material_Type_1
MAT001328,Material_Type_2
MAT001329,Material_Type_2
MAT001330,Material_Type_2
MAT001331,Material_Type_1
MAT001332,Material_Type_2
MAT001333,Material_Type_1
MAT001334,Material_Type_1
MAT001335,Material_Type_1
MAT001336,Material_Type_2
MAT001337,Material_Type_2
MAT001338,Material_Type_2
MAT001339,Material_Type_1
MAT001340,Material_Type_1
MAT001341,Material_Type_1
MAT001342,Material_Type_2
MAT001343,Material_Type_2
MAT001344,Material_Type_2
MAT001345,Material_Type_1
MAT001346,Material_Type_2
MAT001347,Material_Type_2
MAT001348,Material_Type_2
MAT001349,Material_Type_1
MAT001350,Material_Type_1
MAT001351,Material_Type_2
MAT001352,Material_Type_2
MAT001353,Material_Type_2
MAT001354,Material_Type_1
MAT001355,Material_Type_1
MAT001356,Material_Type_1
MAT001357,Material_Type_2
MAT001358,Material_Type_1
MAT001359,Material_Type_2
MAT001360,Material_Type_1
MAT001361,Material_Type_2
MAT001362,Material_Type_1
MAT001363,Material_Type_1
MAT001364,Material_Type_1
MAT001365,Material_Type_1
MAT001366,Material_Type_2
MAT001367,Material_Type_2
MAT001368,Material_Type_1
MAT001369,Material_Type_2
MAT001370,Material_Type_2
MAT001371,Material_Type_1
MAT001372,Material_Type_2
MAT001373,Material_Type_1
MAT001374,Material_Type_1
MAT001375,Material_Type_1
MAT001376,Material_Type_2
MAT001377,Material_Type_1
MAT001378,Material_Type_1
MAT001379,Material_Type_1
MAT001380,Material_Type_1
MAT001381,Material_Type_1
MAT001382,Material_Type_1
MAT001383,Material_Type_1
MAT001384,Material_Type_1
MAT001385,Material_Type_1
MAT001386,Material_Type_2
MAT001387,Material_Type_1
MAT001388,Material_Type_1
MAT001389,Material_Type_1
MAT001390,Material_Type_1
MAT001391,Material_Type_1
MAT001392,Material_Type_1
MAT001393,Material_Type_2
MAT001394,Material_Type_2
MAT001395,Material_Type_1
MAT001396,Material_Type_1
MAT001397,Material_Type_1
MAT001398,Material_Type_1
MAT001399,Material_Type_1
MAT001400,Material_Type_2
MAT001401,Material_Type_2
MAT001402,Material_Type_1
MAT001403,Material_Type_1
MAT001404,Material_Type_2
MAT001405,Material_Type_2
MAT001406,Material_Type_2
MAT001407,Material_Type_1
MAT001408,Material_Type_1
MAT001409,Material_Type_1
MAT001410,Material_Type_2
MAT001411,Material_Type_1
MAT001412,Material_Type_1
MAT001413,Material_Type_2
MAT001414,Material_Type_2
MAT001415,Material_Type_2
MAT001416,Material_Type_1
MAT001417,Material_Type_2
MAT001418,Material_Type_2
MAT001419,Material_Type_2
MAT001420,Material_Type_2
MAT001421,Material_Type_1
MAT001422,Material_Type_1
MAT001423,Material_Type_2
MAT001424,Material_Type_2
MAT001425,Material_Type_2
MAT001426,Material_Type_2
MAT001427,Material_Type_1
MAT001428,Material_Type_2
MAT001429,Material_Type_1
MAT001430,Material_Type_1
MAT001431,Material_Type_1
MAT001432,Material_Type_2
MAT001433,Material_Type_2
MAT001434,Material_Type_1
MAT001435,Material_Type_1
MAT001436,Material_Type_1
MAT001437,Material_Type_1
MAT001438,Material_Type_1
MAT001439,Material_Type_2
MAT001440,Material_Type_1
MAT001441,Material_Type_2
MAT001442,Material_Type_1
MAT001443,Material_Type_2
MAT001444,Material_Type_2
MAT001445,Material_Type_1
MAT001446,Material_Type_1
MAT001447,Material_Type_2
MAT001448,Material_Type_1
MAT001449,Material_Type_1
MAT001450,Material_Type_1
MAT001451,Material_Type_1
MAT001452,Material_Type_1
MAT001453,Material_Type_1
MAT001454,Material_Type_1
MAT001455,Material_Type_2
MAT001456,Material_Type_1
MAT001457,Material_Type_1
MAT001458,Material_Type_1
MAT001459,Material_Type_2
MAT001460,Material_Type_1
MAT001461,Material_Type_2
MAT001462,Material_Type_2
MAT001463,Material_Type_1
MAT001464,Material_Type_1
MAT001465,Material_Type_1
MAT001466,Material_Type_2
MAT001467,Material_Type_1
MAT001468,Material_Type_1
MAT001469,Material_Type_2
MAT001470,Material_Type_2
MAT001471,Material_Type_2
MAT001472,Material_Type_2
MAT001473,Material_Type_2
MAT001474,Material_Type_2
MAT001475,Material_Type_1
MAT001476,Material_Type_1
MAT001477,Material_Type_1
MAT001478,Material_Type_2
MAT001479,Material_Type_2
MAT001480,Material_Type_1
MAT001481,Material_Type_2
MAT001482,Material_Type_1
MAT001483,Material_Type_2
MAT001484,Material_Type_2
MAT001485,Material_Type_1
MAT001486,Material_Type_1
MAT001487,Material_Type_2
MAT001488,Material_Type_2
MAT001489,Material_Type_2
MAT001490,Material_Type_2
MAT001491,Material_Type_1
MAT001492,Material_Type_2
MAT001493,Material_Type_1
MAT001494,Material_Type_1
MAT001495,Material_Type_1
MAT001496,Material_Type_2
MAT001497,Material_Type_1
MAT001498,Material_Type_2
MAT001499,Material_Type_2
MAT001500,Material_Type_1
MAT001501,Material_Type_2
MAT001502,Material_Type_2
MAT001503,Material_Type_1
MAT001504,Material_Type_2
MAT001505,Material_Type_2
MAT001506,Material_Type_2
MAT001507,Material_Type_1
MAT001508,Material_Type_1
MAT001509,Material_Type_2
MAT001510,Material_Type_2
MAT001511,Material_Type_1
MAT001512,Material_Type_1
MAT001513,Material_Type_2
MAT001514,Material_Type_2
MAT001515,Material_Type_1
MAT001516,Material_Type_2
MAT001517,Material_Type_1
MAT001518,Material_Type_1
MAT001519,Material_Type_2
MAT001520,Material_Type_1
MAT001521,Material_Type_2
MAT001522,Material_Type_2
MAT001523,Material_Type_1
MAT001524,Material_Type_1
MAT001525,Material_Type_2
MAT001526,Material_Type_1
MAT001527,Material_Type_1
MAT001528,Material_Type_1
MAT001529,Material_Type_1
MAT001530,Material_Type_2
MAT001531,Material_Type_1
MAT001532,Material_Type_1
MAT001533,Material_Type_2
MAT001534,Material_Type_2
MAT001535,Material_Type_1
MAT001536,Material_Type_2
MAT001537,Material_Type_2
MAT001538,Material_Type_2
MAT001539,Material_Type_1
MAT001540,Material_Type_2
MAT001541,Material_Type_1
MAT001542,Material_Type_2
MAT001543,Material_Type_2
MAT001544,Material_Type_1
MAT001545,Material_Type_1
MAT001546,Material_Type_2
MAT001547,Material_Type_2
MAT001548,Material_Type_1
MAT001549,Material_Type_1
MAT001550,Material_Type_2
MAT001551,Material_Type_2
MAT001552,Material_Type_2
MAT001553,Material_Type_2
MAT001554,Material_Type_2
MAT001555,Material_Type_1
MAT001556,Material_Type_1
MAT001557,Material_Type_1
MAT001558,Material_Type_1
MAT001559,Material_Type_1
MAT001560,Material_Type_2
MAT001561,Material_Type_1
MAT001562,Material_Type_1
MAT001563,Material_Type_1
MAT001564,Material_Type_2
MAT001565,Material_Type_1
MAT001566,Material_Type_2
MAT001567,Material_Type_2
MAT001568,Material_Type_1
MAT001569,Material_Type_2
MAT001570,Material_Type_2
MAT001571,Material_Type_2
MAT001572,Material_Type_2
MAT001573,Material_Type_1
MAT001574,Material_Type_2
MAT001575,Material_Type_1
MAT001576,Material_Type_1
MAT001577,Material_Type_2
MAT001578,Material_Type_2
MAT001579,Material_Type_1
MAT001580,Material_Type_2
MAT001581,Material_Type_2
MAT001582,Material_Type_2
MAT001583,Material_Type_1
MAT001584,Material_Type_1
MAT001585,Material_Type_1
MAT001586,Material_Type_1
MAT001587,Material_Type_1
MAT001588,Material_Type_2
MAT001589,Material_Type_1
MAT001590,Material_Type_2
MAT001591,Material_Type_1
MAT001592,Material_Type_2
MAT001593,Material_Type_2
MAT001594,Material_Type_2
MAT001595,Material_Type_2
MAT001596,Material_Type_2
MAT001597,Material_Type_2
MAT001598,Material_Type_1
MAT001599,Material_Type_2
MAT001600,Material_Type_1
MAT001601,Material_Type_1
MAT001602,Material_Type_2
MAT001603,Material_Type_1
MAT001604,Material_Type_2
MAT001605,Material_Type_2
MAT001606,Material_Type_1
MAT001607,Material_Type_2
MAT001608,Material_Type_1
MAT001609,Material_Type_2
MAT001610,Material_Type_1
MAT001611,Material_Type_2
MAT001612,Material_Type_1
MAT001613,Material_Type_2
MAT001614,Material_Type_2
MAT001615,Material_Type_2
MAT001616,Material_Type_1
MAT001617,Material_Type_2
MAT001618,Material_Type_1
MAT001619,Material_Type_1
MAT001620,Material_Type_1
MAT001621,Material_Type_1
MAT001622,Material_Type_1
MAT001623,Material_Type_1
MAT001624,Material_Type_1
MAT001625,Material_Type_1
MAT001626,Material_Type_1
MAT001627,Material_Type_1
MAT001628,Material_Type_2
MAT001629,Material_Type_2
MAT001630,Material_Type_1
MAT001631,Material_Type_2
MAT001632,Material_Type_2
MAT001633,Material_Type_2
MAT001634,Material_Type_2
MAT001635,Material_Type_1
MAT001636,Material_Type_1
MAT001637,Material_Type_1
MAT001638,Material_Type_2
MAT001639,Material_Type_2
MAT001640,Material_Type_1
MAT001641,Material_Type_2
MAT001642,Material_Type_1
MAT001643,Material_Type_2
MAT001644,Material_Type_1
MAT001645,Material_Type_2
MAT001646,Material_Type_2
MAT001647,Material_Type_1
MAT001648,Material_Type_2
MAT001649,Material_Type_2
MAT001650,Material_Type_2
MAT001651,Material_Type_2
MAT001652,Material_Type_2
MAT001653,Material_Type_1
MAT001654,Material_Type_1
MAT001655,Material_Type_1
MAT001656,Material_Type_2
MAT001657,Material_Type_2
MAT001658,Material_Type_1
MAT001659,Material_Type_2
MAT001660,Material_Type_2
MAT001661,Material_Type_2
MAT001662,Material_Type_1
MAT001663,Material_Type_1
MAT001664,Material_Type_2
MAT001665,Material_Type_2
MAT001666,Material_Type_2
MAT001667,Material_Type_2
MAT001668,Material_Type_1
MAT001669,Material_Type_1
MAT001670,Material_Type_2
MAT001671,Material_Type_1
MAT001672,Material_Type_2
MAT001673,Material_Type_2
MAT001674,Material_Type_2
MAT001675,Material_Type_1
MAT001676,Material_Type_2
MAT001677,Material_Type_2
MAT001678,Material_Type_1
MAT001679,Material_Type_1
MAT001680,Material_Type_2
MAT001681,Material_Type_2
MAT001682,Material_Type_2
MAT001683,Material_Type_2
MAT001684,Material_Type_2
MAT001685,Material_Type_1
MAT001686,Material_Type_2
MAT001687,Material_Type_2
MAT001688,Material_Type_2
MAT001689,Material_Type_1
MAT001690,Material_Type_1
MAT001691,Material_Type_2
MAT001692,Material_Type_2
MAT001693,Material_Type_1
MAT001694,Material_Type_1
MAT001695,Material_Type_1
MAT001696,Material_Type_2
MAT001697,Material_Type_1
MAT001698,Material_Type_2
MAT001699,Material_Type_2
MAT001700,Material_Type_1
MAT001701,Material_Type_1
MAT001702,Material_Type_2
MAT001703,Material_Type_1
MAT001704,Material_Type_1
MAT001705,Material_Type_1
MAT001706,Material_Type_1
MAT001707,Material_Type_2
MAT001708,Material_Type_2
MAT001709,Material_Type_2
MAT001710,Material_Type_2
MAT001711,Material_Type_1
MAT001712,Material_Type_2
MAT001713,Material_Type_2
MAT001714,Material_Type_1
MAT001715,Material_Type_1
MAT001716,Material_Type_2
MAT001717,Material_Type_2
MAT001718,Material_Type_1
MAT001719,Material_Type_2
MAT001720,Material_Type_1
MAT001721,Material_Type_2
MAT001722,Material_Type_2
MAT001723,Material_Type_1
MAT001724,Material_Type_1
MAT001725,Material_Type_1
MAT001726,Material_Type_2
MAT001727,Material_Type_1
MAT001728,Material_Type_1
MAT001729,Material_Type_1
MAT001730,Material_Type_2
