MATERIAL,Sourcing_Plant,Sourcing_Vendor
MAT000734,Plant_132,Vendor_208
MAT000735,Plant_269,Vendor_880
MAT000736,Plant_273,Vendor_518
MAT000737,Plant_20,Vendor_681
MAT000738,Plant_751,Vendor_139
MAT000739,Plant_254,Vendor_141
MAT000740,Plant_394,Vendor_16
MAT000741,Plant_269,Vendor_966
MAT000742,Plant_514,Vendor_459
MAT000743,Plant_460,Vendor_903
MAT000744,Plant_82,Vendor_916
MAT000745,Plant_24,Vendor_129
MAT000746,Plant_305,Vendor_394
MAT000747,Plant_560,Vendor_364
MAT000748,Plant_49,Vendor_533
MAT000749,Plant_109,Vendor_185
MAT000750,Plant_131,Vendor_952
MAT000751,Plant_574,Vendor_812
MAT000752,Plant_218,Vendor_740
MAT000753,Plant_695,Vendor_571
MAT000754,Plant_769,Vendor_140
MAT000755,Plant_578,Vendor_609
MAT000756,Plant_561,Vendor_643
MAT000757,Plant_543,Vendor_203
MAT000758,Plant_501,Vendor_265
MAT000759,Plant_648,Vendor_432
MAT000760,Plant_416,Vendor_74
MAT000761,Plant_75,Vendor_137
MAT000762,Plant_19,Vendor_993
MAT000763,Plant_267,Vendor_194
MAT000764,Plant_123,Vendor_859
MAT000765,Plant_445,Vendor_845
MAT000766,Plant_413,Vendor_557
MAT000767,Plant_790,Vendor_432
MAT000768,Plant_660,Vendor_92
MAT000769,Plant_304,Vendor_760
MAT000770,Plant_154,Vendor_837
MAT000771,Plant_383,Vendor_293
MAT000772,Plant_657,Vendor_315
MAT000773,Plant_100,Vendor_405
MAT000774,Plant_261,Vendor_90
MAT000775,Plant_268,Vendor_285
MAT000776,Plant_769,Vendor_912
MAT000777,Plant_535,Vendor_860
MAT000778,Plant_459,Vendor_980
MAT000779,Plant_455,Vendor_381
MAT000780,Plant_582,Vendor_385
MAT000781,Plant_428,Vendor_511
MAT000782,Plant_173,Vendor_693
MAT000783,Plant_398,Vendor_874
MAT000784,Plant_795,Vendor_670
MAT000785,Plant_8,Vendor_692
MAT000786,Plant_467,Vendor_894
MAT000787,Plant_67,Vendor_190
MAT000788,Plant_590,Vendor_926
MAT000789,Plant_329,Vendor_370
MAT000790,Plant_707,Vendor_532
MAT000791,Plant_523,Vendor_126
MAT000792,Plant_248,Vendor_473
MAT000793,Plant_669,Vendor_47
MAT000794,Plant_737,Vendor_799
MAT000795,Plant_300,Vendor_749
MAT000796,Plant_202,Vendor_78
MAT000797,Plant_315,Vendor_612
MAT000798,Plant_323,Vendor_42
MAT000799,Plant_248,Vendor_239
MAT000800,Plant_33,Vendor_778
MAT000801,Plant_412,Vendor_617
MAT000802,Plant_681,Vendor_47
MAT000803,Plant_105,Vendor_142
MAT000804,Plant_800,Vendor_795
MAT000805,Plant_630,Vendor_574
MAT000806,Plant_651,Vendor_840
MAT000807,Plant_492,Vendor_627
MAT000808,Plant_38,Vendor_414
MAT000809,Plant_786,Vendor_471
MAT000810,Plant_104,Vendor_716
MAT000811,Plant_205,Vendor_483
MAT000812,Plant_671,Vendor_703
MAT000813,Plant_790,Vendor_78
MAT000814,Plant_94,Vendor_693
MAT000815,Plant_260,Vendor_478
MAT000816,Plant_403,Vendor_632
MAT000817,Plant_638,Vendor_399
MAT000818,Plant_652,Vendor_305
MAT000819,Plant_127,Vendor_712
MAT000820,Plant_488,Vendor_864
MAT000821,Plant_638,Vendor_8
MAT000822,Plant_576,Vendor_66
MAT000823,Plant_332,Vendor_345
MAT000824,Plant_109,Vendor_756
MAT000825,Plant_407,Vendor_290
MAT000826,Plant_641,Vendor_597
MAT000827,Plant_585,Vendor_634
MAT000828,Plant_166,Vendor_479
MAT000829,Plant_1,Vendor_504
MAT000830,Plant_523,Vendor_556
MAT000831,Plant_63,Vendor_761
MAT000832,Plant_297,Vendor_940
MAT000833,Plant_660,Vendor_361
MAT000834,Plant_295,Vendor_847
MAT000835,Plant_778,Vendor_372
MAT000836,Plant_718,Vendor_448
MAT000837,Plant_317,Vendor_466
MAT000838,Plant_461,Vendor_768
MAT000839,Plant_338,Vendor_956
MAT000840,Plant_166,Vendor_565
MAT000841,Plant_755,Vendor_182
MAT000842,Plant_611,Vendor_530
MAT000843,Plant_453,Vendor_154
MAT000844,Plant_1,Vendor_829
MAT000845,Plant_118,Vendor_45
MAT000846,Plant_586,Vendor_37
MAT000847,Plant_174,Vendor_414
MAT000848,Plant_48,Vendor_218
MAT000849,Plant_572,Vendor_729
MAT000850,Plant_258,Vendor_16
MAT000851,Plant_111,Vendor_801
MAT000852,Plant_607,Vendor_718
MAT000853,Plant_703,Vendor_632
MAT000854,Plant_725,Vendor_700
MAT000855,Plant_82,Vendor_350
MAT000856,Plant_550,Vendor_422
MAT000857,Plant_224,Vendor_850
MAT000858,Plant_762,Vendor_944
MAT000859,Plant_386,Vendor_540
MAT000860,Plant_555,Vendor_736
MAT000861,Plant_460,Vendor_171
MAT000862,Plant_792,Vendor_283
MAT000863,Plant_143,Vendor_598
MAT000864,Plant_610,Vendor_409
MAT000865,Plant_148,Vendor_21
MAT000866,Plant_459,Vendor_488
MAT000867,Plant_572,Vendor_40
MAT000868,Plant_131,Vendor_817
MAT000869,Plant_102,Vendor_434
MAT000870,Plant_758,Vendor_881
MAT000871,Plant_731,Vendor_719
MAT000872,Plant_670,Vendor_495
MAT000873,Plant_149,Vendor_326
MAT000874,Plant_173,Vendor_692
MAT000875,Plant_409,Vendor_628
MAT000876,Plant_635,Vendor_797
MAT000877,Plant_121,Vendor_723
MAT000878,Plant_273,Vendor_115
MAT000879,Plant_212,Vendor_269
MAT000880,Plant_261,Vendor_487
MAT000881,Plant_571,Vendor_184
MAT000882,Plant_235,Vendor_50
MAT000883,Plant_765,Vendor_614
MAT000884,Plant_793,Vendor_932
MAT000885,Plant_83,Vendor_458
MAT000886,Plant_53,Vendor_719
MAT000887,Plant_148,Vendor_632
MAT000888,Plant_178,Vendor_839
MAT000889,Plant_651,Vendor_256
MAT000890,Plant_204,Vendor_404
MAT000891,Plant_576,Vendor_626
MAT000892,Plant_9,Vendor_411
MAT000893,Plant_203,Vendor_683
MAT000894,Plant_148,Vendor_220
MAT000895,Plant_668,Vendor_930
MAT000896,Plant_167,Vendor_593
MAT000897,Plant_591,Vendor_500
MAT000898,Plant_330,Vendor_928
MAT000899,Plant_667,Vendor_51
MAT000900,Plant_217,Vendor_727
MAT000901,Plant_601,Vendor_503
MAT000902,Plant_391,Vendor_828
MAT000903,Plant_387,Vendor_113
MAT000904,Plant_753,Vendor_266
MAT000905,Plant_32,Vendor_788
MAT000906,Plant_602,Vendor_89
MAT000907,Plant_472,Vendor_161
MAT000908,Plant_744,Vendor_909
MAT000909,Plant_444,Vendor_809
MAT000910,Plant_464,Vendor_217
MAT000911,Plant_242,Vendor_88
MAT000912,Plant_55,Vendor_92
MAT000913,Plant_68,Vendor_529
MAT000914,Plant_484,Vendor_162
MAT000915,Plant_99,Vendor_410
MAT000916,Plant_482,Vendor_435
MAT000917,Plant_622,Vendor_973
MAT000918,Plant_188,Vendor_542
MAT000919,Plant_160,Vendor_137
MAT000920,Plant_332,Vendor_596
MAT000921,Plant_561,Vendor_540
MAT000922,Plant_437,Vendor_826
MAT000923,Plant_675,Vendor_623
MAT000924,Plant_792,Vendor_624
MAT000925,Plant_93,Vendor_291
MAT000926,Plant_82,Vendor_782
MAT000927,Plant_619,Vendor_73
MAT000928,Plant_728,Vendor_697
MAT000929,Plant_22,Vendor_801
MAT000930,Plant_739,Vendor_220
MAT000931,Plant_204,Vendor_985
MAT000932,Plant_748,Vendor_693
MAT000933,Plant_706,Vendor_422
MAT000934,Plant_129,Vendor_614
MAT000935,Plant_727,Vendor_409
MAT000936,Plant_703,Vendor_904
MAT000937,Plant_234,Vendor_19
MAT000938,Plant_128,Vendor_622
MAT000939,Plant_489,Vendor_159
MAT000940,Plant_463,Vendor_233
MAT000941,Plant_536,Vendor_536
MAT000942,Plant_234,Vendor_715
MAT000943,Plant_677,Vendor_750
MAT000944,Plant_172,Vendor_597
MAT000945,Plant_712,Vendor_44
MAT000946,Plant_492,Vendor_552
MAT000947,Plant_56,Vendor_7
MAT000948,Plant_545,Vendor_443
MAT000949,Plant_687,Vendor_16
MAT000950,Plant_538,Vendor_226
MAT000951,Plant_300,Vendor_369
MAT000952,Plant_290,Vendor_896
MAT000953,Plant_450,Vendor_557
MAT000954,Plant_605,Vendor_680
MAT000955,Plant_48,Vendor_229
MAT000956,Plant_760,Vendor_942
MAT000957,Plant_191,Vendor_213
MAT000958,Plant_84,Vendor_371
MAT000959,Plant_761,Vendor_501
MAT000960,Plant_160,Vendor_19
MAT000961,Plant_419,Vendor_280
MAT000962,Plant_682,Vendor_711
MAT000963,Plant_65,Vendor_145
MAT000964,Plant_136,Vendor_225
MAT000965,Plant_254,Vendor_858
MAT000966,Plant_205,Vendor_271
MAT000967,Plant_741,Vendor_805
MAT000968,Plant_400,Vendor_958
MAT000969,Plant_160,Vendor_499
MAT000970,Plant_654,Vendor_339
MAT000971,Plant_70,Vendor_962
MAT000972,Plant_582,Vendor_252
MAT000973,Plant_475,Vendor_520
MAT000974,Plant_470,Vendor_937
MAT000975,Plant_673,Vendor_871
MAT000976,Plant_227,Vendor_180
MAT000977,Plant_679,Vendor_790
MAT000978,Plant_78,Vendor_607
MAT000979,Plant_130,Vendor_90
MAT000980,Plant_29,Vendor_737
MAT000981,Plant_181,Vendor_259
MAT000982,Plant_341,Vendor_243
MAT000983,Plant_37,Vendor_832
MAT000984,Plant_265,Vendor_378
MAT000985,Plant_23,Vendor_210
MAT000986,Plant_754,Vendor_85
MAT000987,Plant_185,Vendor_937
MAT000988,Plant_68,Vendor_28
MAT000989,Plant_351,Vendor_532
MAT000990,Plant_408,Vendor_150
MAT000991,Plant_89,Vendor_377
MAT000992,Plant_516,Vendor_639
MAT000993,Plant_562,Vendor_894
MAT000994,Plant_139,Vendor_312
MAT000995,Plant_501,Vendor_251
MAT000996,Plant_321,Vendor_808
MAT000997,Plant_754,Vendor_390
MAT000998,Plant_517,Vendor_985
MAT000999,Plant_295,Vendor_487
MAT001000,Plant_38,Vendor_542
MAT001001,Plant_743,Vendor_529
MAT001002,Plant_482,Vendor_232
MAT001003,Plant_710,Vendor_332
MAT001004,Plant_717,Vendor_736
MAT001005,Plant_698,Vendor_181
MAT001006,Plant_758,Vendor_276
MAT001007,Plant_289,Vendor_177
MAT001008,Plant_363,Vendor_561
MAT001009,Plant_343,Vendor_874
MAT001010,Plant_43,Vendor_698
MAT001011,Plant_797,Vendor_212
MAT001012,Plant_545,Vendor_829
MAT001013,Plant_658,Vendor_212
MAT001014,Plant_387,Vendor_733
MAT001015,Plant_495,Vendor_959
MAT001016,Plant_540,Vendor_123
MAT001017,Plant_117,Vendor_779
MAT001018,Plant_600,Vendor_284
MAT001019,Plant_158,Vendor_130
MAT001020,Plant_305,Vendor_903
MAT001021,Plant_601,Vendor_701
MAT001022,Plant_275,Vendor_444
MAT001023,Plant_558,Vendor_380
MAT001024,Plant_474,Vendor_588
MAT001025,Plant_727,Vendor_231
MAT001026,Plant_623,Vendor_334
MAT001027,Plant_277,Vendor_771
MAT001028,Plant_612,Vendor_889
MAT001029,Plant_603,Vendor_344
MAT001030,Plant_244,Vendor_351
MAT001031,Plant_32,Vendor_399
MAT001032,Plant_756,Vendor_464
MAT001033,Plant_252,Vendor_46
MAT001034,Plant_761,Vendor_770
MAT001035,Plant_270,Vendor_159
MAT001036,Plant_499,Vendor_963
MAT001037,Plant_62,Vendor_857
MAT001038,Plant_207,Vendor_482
MAT001039,Plant_610,Vendor_774
MAT001040,Plant_128,Vendor_705
MAT001041,Plant_470,Vendor_666
MAT001042,Plant_51,Vendor_631
MAT001043,Plant_465,Vendor_500
MAT001044,Plant_88,Vendor_27
MAT001045,Plant_666,Vendor_219
MAT001046,Plant_97,Vendor_747
MAT001047,Plant_624,Vendor_488
MAT001048,Plant_170,Vendor_196
MAT001049,Plant_420,Vendor_246
MAT001050,Plant_748,Vendor_770
MAT001051,Plant_281,Vendor_849
MAT001052,Plant_714,Vendor_544
MAT001053,Plant_669,Vendor_669
MAT001054,Plant_623,Vendor_610
MAT001055,Plant_427,Vendor_932
MAT001056,Plant_92,Vendor_448
MAT001057,Plant_415,Vendor_293
MAT001058,Plant_40,Vendor_528
MAT001059,Plant_769,Vendor_886
MAT001060,Plant_126,Vendor_418
MAT001061,Plant_401,Vendor_438
MAT001062,Plant_253,Vendor_346
MAT001063,Plant_624,Vendor_709
MAT001064,Plant_398,Vendor_15
MAT001065,Plant_358,Vendor_197
MAT001066,Plant_41,Vendor_341
MAT001067,Plant_293,Vendor_287
MAT001068,Plant_777,Vendor_965
MAT001069,Plant_791,Vendor_501
MAT001070,Plant_343,Vendor_893
MAT001071,Plant_661,Vendor_943
MAT001072,Plant_295,Vendor_630
MAT001073,Plant_593,Vendor_859
MAT001074,Plant_375,Vendor_878
MAT001075,Plant_623,Vendor_782
MAT001076,Plant_238,Vendor_656
MAT001077,Plant_454,Vendor_480
MAT001078,Plant_771,Vendor_885
MAT001079,Plant_190,Vendor_688
MAT001080,Plant_633,Vendor_477
MAT001081,Plant_228,Vendor_348
MAT001082,Plant_621,Vendor_678
MAT001083,Plant_697,Vendor_796
MAT001084,Plant_380,Vendor_217
MAT001085,Plant_755,Vendor_170
MAT001086,Plant_238,Vendor_275
MAT001087,Plant_490,Vendor_820
MAT001088,Plant_642,Vendor_105
MAT001089,Plant_377,Vendor_633
MAT001090,Plant_330,Vendor_746
MAT001091,Plant_176,Vendor_220
MAT001092,Plant_334,Vendor_527
MAT001093,Plant_81,Vendor_761
MAT001094,Plant_398,Vendor_792
MAT001095,Plant_276,Vendor_275
MAT001096,Plant_331,Vendor_245
MAT001097,Plant_422,Vendor_955
MAT001098,Plant_221,Vendor_60
MAT001099,Plant_180,Vendor_570
MAT001100,Plant_401,Vendor_580
MAT001101,Plant_182,Vendor_913
MAT001102,Plant_681,Vendor_858
MAT001103,Plant_534,Vendor_87
MAT001104,Plant_739,Vendor_501
MAT001105,Plant_415,Vendor_55
MAT001106,Plant_567,Vendor_463
MAT001107,Plant_749,Vendor_356
MAT001108,Plant_624,Vendor_259
MAT001109,Plant_47,Vendor_237
MAT001110,Plant_612,Vendor_738
MAT001111,Plant_174,Vendor_206
MAT001112,Plant_298,Vendor_801
MAT001113,Plant_320,Vendor_726
MAT001114,Plant_639,Vendor_960
MAT001115,Plant_456,Vendor_298
MAT001116,Plant_209,Vendor_327
MAT001117,Plant_282,Vendor_401
MAT001118,Plant_667,Vendor_967
MAT001119,Plant_726,Vendor_127
MAT001120,Plant_244,Vendor_795
MAT001121,Plant_460,Vendor_332
MAT001122,Plant_105,Vendor_894
MAT001123,Plant_784,Vendor_946
MAT001124,Plant_444,Vendor_519
MAT001125,Plant_162,Vendor_2
MAT001126,Plant_557,Vendor_104
MAT001127,Plant_612,Vendor_277
MAT001128,Plant_652,Vendor_450
MAT001129,Plant_19,Vendor_1000
MAT001130,Plant_582,Vendor_272
MAT001131,Plant_330,Vendor_320
MAT001132,Plant_197,Vendor_342
MAT001133,Plant_777,Vendor_319
MAT001134,Plant_192,Vendor_407
MAT001135,Plant_69,Vendor_41
MAT001136,Plant_428,Vendor_717
MAT001137,Plant_256,Vendor_706
MAT001138,Plant_576,Vendor_940
MAT001139,Plant_321,Vendor_668
MAT001140,Plant_134,Vendor_568
MAT001141,Plant_524,Vendor_33
MAT001142,Plant_406,Vendor_175
MAT001143,Plant_111,Vendor_100
MAT001144,Plant_135,Vendor_411
MAT001145,Plant_403,Vendor_829
MAT001146,Plant_243,Vendor_633
MAT001147,Plant_605,Vendor_329
MAT001148,Plant_588,Vendor_495
MAT001149,Plant_449,Vendor_865
MAT001150,Plant_471,Vendor_723
MAT001151,Plant_306,Vendor_375
MAT001152,Plant_93,Vendor_142
MAT001153,Plant_484,Vendor_326
MAT001154,Plant_780,Vendor_332
MAT001155,Plant_566,Vendor_666
MAT001156,Plant_52,Vendor_7
MAT001157,Plant_584,Vendor_526
MAT001158,Plant_241,Vendor_542
MAT001159,Plant_510,Vendor_116
MAT001160,Plant_165,Vendor_452
MAT001161,Plant_291,Vendor_642
MAT001162,Plant_74,Vendor_110
MAT001163,Plant_601,Vendor_19
MAT001164,Plant_605,Vendor_671
MAT001165,Plant_710,Vendor_815
MAT001166,Plant_707,Vendor_137
MAT001167,Plant_83,Vendor_754
MAT001168,Plant_783,Vendor_95
MAT001169,Plant_646,Vendor_181
MAT001170,Plant_332,Vendor_77
MAT001171,Plant_313,Vendor_979
MAT001172,Plant_772,Vendor_266
MAT001173,Plant_441,Vendor_467
MAT001174,Plant_500,Vendor_836
MAT001175,Plant_716,Vendor_652
MAT001176,Plant_79,Vendor_291
MAT001177,Plant_712,Vendor_156
MAT001178,Plant_176,Vendor_366
MAT001179,Plant_714,Vendor_283
MAT001180,Plant_313,Vendor_993
MAT001181,Plant_126,Vendor_448
MAT001182,Plant_312,Vendor_976
MAT001183,Plant_538,Vendor_103
MAT001184,Plant_351,Vendor_678
MAT001185,Plant_282,Vendor_259
MAT001186,Plant_624,Vendor_743
MAT001187,Plant_87,Vendor_698
MAT001188,Plant_708,Vendor_586
MAT001189,Plant_586,Vendor_41
MAT001190,Plant_739,Vendor_584
MAT001191,Plant_136,Vendor_381
MAT001192,Plant_115,Vendor_108
MAT001193,Plant_620,Vendor_883
MAT001194,Plant_498,Vendor_907
MAT001195,Plant_737,Vendor_197
MAT001196,Plant_364,Vendor_335
MAT001197,Plant_225,Vendor_497
MAT001198,Plant_762,Vendor_434
MAT001199,Plant_494,Vendor_648
MAT001200,Plant_191,Vendor_593
MAT001201,Plant_203,Vendor_856
MAT001202,Plant_350,Vendor_995
MAT001203,Plant_544,Vendor_836
MAT001204,Plant_657,Vendor_958
MAT001205,Plant_134,Vendor_599
MAT001206,Plant_716,Vendor_945
MAT001207,Plant_642,Vendor_700
MAT001208,Plant_314,Vendor_329
MAT001209,Plant_43,Vendor_5
MAT001210,Plant_530,Vendor_223
MAT001211,Plant_722,Vendor_177
MAT001212,Plant_443,Vendor_697
MAT001213,Plant_267,Vendor_206
MAT001214,Plant_312,Vendor_27
MAT001215,Plant_762,Vendor_431
MAT001216,Plant_186,Vendor_916
MAT001217,Plant_512,Vendor_122
MAT001218,Plant_336,Vendor_989
MAT001219,Plant_432,Vendor_559
MAT001220,Plant_88,Vendor_29
MAT001221,Plant_595,Vendor_888
MAT001222,Plant_146,Vendor_88
MAT001223,Plant_772,Vendor_583
MAT001224,Plant_296,Vendor_344
MAT001225,Plant_29,Vendor_532
MAT001226,Plant_585,Vendor_272
MAT001227,Plant_389,Vendor_359
MAT001228,Plant_686,Vendor_354
MAT001229,Plant_348,Vendor_381
MAT001230,Plant_144,Vendor_669
MAT001231,Plant_785,Vendor_556
MAT001232,Plant_307,Vendor_966
MAT001233,Plant_604,Vendor_925
MAT001234,Plant_709,Vendor_751
MAT001235,Plant_73,Vendor_775
MAT001236,Plant_131,Vendor_668
MAT001237,Plant_58,Vendor_454
MAT001238,Plant_12,Vendor_542
MAT001239,Plant_151,Vendor_583
MAT001240,Plant_106,Vendor_521
MAT001241,Plant_156,Vendor_499
MAT001242,Plant_578,Vendor_140
MAT001243,Plant_550,Vendor_222
MAT001244,Plant_599,Vendor_949
MAT001245,Plant_275,Vendor_59
MAT001246,Plant_547,Vendor_617
MAT001247,Plant_426,Vendor_13
MAT001248,Plant_366,Vendor_178
MAT001249,Plant_326,Vendor_92
MAT001250,Plant_135,Vendor_972
MAT001251,Plant_695,Vendor_502
MAT001252,Plant_40,Vendor_956
MAT001253,Plant_181,Vendor_500
MAT001254,Plant_302,Vendor_227
MAT001255,Plant_303,Vendor_939
MAT001256,Plant_344,Vendor_942
MAT001257,Plant_608,Vendor_35
MAT001258,Plant_352,Vendor_558
MAT001259,Plant_317,Vendor_697
MAT001260,Plant_680,Vendor_779
MAT001261,Plant_351,Vendor_71
MAT001262,Plant_788,Vendor_481
MAT001263,Plant_694,Vendor_960
MAT001264,Plant_291,Vendor_339
MAT001265,Plant_345,Vendor_497
MAT001266,Plant_136,Vendor_608
MAT001267,Plant_774,Vendor_504
MAT001268,Plant_479,Vendor_841
MAT001269,Plant_672,Vendor_174
MAT001270,Plant_504,Vendor_961
MAT001271,Plant_171,Vendor_261
MAT001272,Plant_407,Vendor_668
MAT001273,Plant_313,Vendor_894
MAT001274,Plant_5,Vendor_592
MAT001275,Plant_663,Vendor_498
MAT001276,Plant_777,Vendor_571
MAT001277,Plant_608,Vendor_184
MAT001278,Plant_90,Vendor_747
MAT001279,Plant_721,Vendor_916
MAT001280,Plant_73,Vendor_23
MAT001281,Plant_136,Vendor_792
MAT001282,Plant_145,Vendor_550
MAT001283,Plant_625,Vendor_516
MAT001284,Plant_131,Vendor_196
MAT001285,Plant_239,Vendor_721
MAT001286,Plant_688,Vendor_418
MAT001287,Plant_434,Vendor_195
MAT001288,Plant_194,Vendor_706
MAT001289,Plant_189,Vendor_645
MAT001290,Plant_379,Vendor_589
MAT001291,Plant_77,Vendor_363
MAT001292,Plant_551,Vendor_286
MAT001293,Plant_249,Vendor_100
MAT001294,Plant_513,Vendor_890
MAT001295,Plant_639,Vendor_907
MAT001296,Plant_289,Vendor_232
MAT001297,Plant_229,Vendor_160
MAT001298,Plant_445,Vendor_512
MAT001299,Plant_97,Vendor_278
MAT001300,Plant_498,Vendor_186
MAT001301,Plant_615,Vendor_107
MAT001302,Plant_135,Vendor_220
MAT001303,Plant_623,Vendor_156
MAT001304,Plant_29,Vendor_291
MAT001305,Plant_489,Vendor_892
MAT001306,Plant_652,Vendor_892
MAT001307,Plant_113,Vendor_43
MAT001308,Plant_424,Vendor_172
MAT001309,Plant_305,Vendor_637
MAT001310,Plant_27,Vendor_839
MAT001311,Plant_560,Vendor_651
MAT001312,Plant_572,Vendor_94
MAT001313,Plant_449,Vendor_836
MAT001314,Plant_331,Vendor_204
MAT001315,Plant_549,Vendor_5
MAT001316,Plant_187,Vendor_653
MAT001317,Plant_127,Vendor_705
MAT001318,Plant_318,Vendor_31
MAT001319,Plant_431,Vendor_251
MAT001320,Plant_378,Vendor_989
MAT001321,Plant_421,Vendor_389
MAT001322,Plant_661,Vendor_846
MAT001323,Plant_32,Vendor_712
MAT001324,Plant_670,Vendor_409
MAT001325,Plant_208,Vendor_528
MAT001326,Plant_60,Vendor_302
MAT001327,Plant_221,Vendor_799
MAT001328,Plant_255,Vendor_98
MAT001329,Plant_474,Vendor_695
MAT001330,Plant_696,Vendor_172
MAT001331,Plant_784,Vendor_696
MAT001332,Plant_275,Vendor_973
MAT001333,Plant_139,Vendor_56
MAT001334,Plant_33,Vendor_478
MAT001335,Plant_201,Vendor_887
MAT001336,Plant_727,Vendor_449
MAT001337,Plant_513,Vendor_908
MAT001338,Plant_15,Vendor_114
MAT001339,Plant_541,Vendor_810
MAT001340,Plant_332,Vendor_164
MAT001341,Plant_44,Vendor_194
MAT001342,Plant_248,Vendor_354
MAT001343,Plant_464,Vendor_276
MAT001344,Plant_462,Vendor_970
MAT001345,Plant_475,Vendor_567
MAT001346,Plant_19,Vendor_355
MAT001347,Plant_250,Vendor_840
MAT001348,Plant_32,Vendor_870
MAT001349,Plant_82,Vendor_738
MAT001350,Plant_513,Vendor_362
MAT001351,Plant_372,Vendor_655
MAT001352,Plant_183,Vendor_18
MAT001353,Plant_102,Vendor_407
MAT001354,Plant_749,Vendor_853
MAT001355,Plant_169,Vendor_448
MAT001356,Plant_5,Vendor_323
MAT001357,Plant_338,Vendor_602
MAT001358,Plant_64,Vendor_765
MAT001359,Plant_367,Vendor_807
MAT001360,Plant_56,Vendor_145
MAT001361,Plant_621,Vendor_774
MAT001362,Plant_622,Vendor_243
MAT001363,Plant_579,Vendor_40
MAT001364,Plant_367,Vendor_520
MAT001365,Plant_509,Vendor_900
MAT001366,Plant_175,Vendor_679
MAT001367,Plant_606,Vendor_659
MAT001368,Plant_639,Vendor_82
MAT001369,Plant_551,Vendor_339
MAT001370,Plant_395,Vendor_890
MAT001371,Plant_767,Vendor_122
MAT001372,Plant_20,Vendor_723
MAT001373,Plant_501,Vendor_673
MAT001374,Plant_402,Vendor_107
MAT001375,Plant_455,Vendor_881
MAT001376,Plant_75,Vendor_769
MAT001377,Plant_406,Vendor_922
MAT001378,Plant_160,Vendor_941
MAT001379,Plant_608,Vendor_892
MAT001380,Plant_775,Vendor_697
MAT001381,Plant_692,Vendor_406
MAT001382,Plant_127,Vendor_210
MAT001383,Plant_419,Vendor_539
MAT001384,Plant_315,Vendor_606
MAT001385,Plant_619,Vendor_867
MAT001386,Plant_599,Vendor_243
MAT001387,Plant_493,Vendor_433
MAT001388,Plant_596,Vendor_529
MAT001389,Plant_283,Vendor_779
MAT001390,Plant_97,Vendor_121
MAT001391,Plant_400,Vendor_854
MAT001392,Plant_272,Vendor_791
MAT001393,Plant_748,Vendor_692
MAT001394,Plant_582,Vendor_345
MAT001395,Plant_492,Vendor_36
MAT001396,Plant_387,Vendor_524
MAT001397,Plant_386,Vendor_274
MAT001398,Plant_13,Vendor_116
MAT001399,Plant_177,Vendor_654
MAT001400,Plant_489,Vendor_867
MAT001401,Plant_294,Vendor_411
MAT001402,Plant_116,Vendor_957
MAT001403,Plant_659,Vendor_753
MAT001404,Plant_714,Vendor_610
MAT001405,Plant_566,Vendor_65
MAT001406,Plant_226,Vendor_837
MAT001407,Plant_657,Vendor_82
MAT001408,Plant_742,Vendor_24
MAT001409,Plant_528,Vendor_659
MAT001410,Plant_378,Vendor_744
MAT001411,Plant_779,Vendor_931
MAT001412,Plant_126,Vendor_436
MAT001413,Plant_136,Vendor_237
MAT001414,Plant_552,Vendor_428
MAT001415,Plant_714,Vendor_930
MAT001416,Plant_483,Vendor_356
MAT001417,Plant_491,Vendor_355
MAT001418,Plant_543,Vendor_416
MAT001419,Plant_308,Vendor_816
MAT001420,Plant_311,Vendor_373
MAT001421,Plant_9,Vendor_202
MAT001422,Plant_655,Vendor_980
MAT001423,Plant_311,Vendor_218
MAT001424,Plant_422,Vendor_616
MAT001425,Plant_82,Vendor_996
MAT001426,Plant_726,Vendor_76
MAT001427,Plant_686,Vendor_206
MAT001428,Plant_597,Vendor_791
MAT001429,Plant_286,Vendor_379
MAT001430,Plant_291,Vendor_843
MAT001431,Plant_773,Vendor_669
MAT001432,Plant_756,Vendor_731
MAT001433,Plant_137,Vendor_712
MAT001434,Plant_500,Vendor_162
MAT001435,Plant_100,Vendor_247
MAT001436,Plant_236,Vendor_440
MAT001437,Plant_190,Vendor_867
MAT001438,Plant_599,Vendor_809
MAT001439,Plant_500,Vendor_109
MAT001440,Plant_628,Vendor_94
MAT001441,Plant_773,Vendor_711
MAT001442,Plant_25,Vendor_419
MAT001443,Plant_557,Vendor_372
MAT001444,Plant_490,Vendor_593
MAT001445,Plant_544,Vendor_612
MAT001446,Plant_575,Vendor_911
MAT001447,Plant_527,Vendor_571
MAT001448,Plant_31,Vendor_449
MAT001449,Plant_620,Vendor_588
MAT001450,Plant_86,Vendor_355
MAT001451,Plant_471,Vendor_750
MAT001452,Plant_86,Vendor_582
MAT001453,Plant_202,Vendor_862
MAT001454,Plant_185,Vendor_873
MAT001455,Plant_420,Vendor_387
MAT001456,Plant_566,Vendor_605
MAT001457,Plant_412,Vendor_363
MAT001458,Plant_412,Vendor_93
MAT001459,Plant_645,Vendor_50
MAT001460,Plant_184,Vendor_257
MAT001461,Plant_629,Vendor_659
MAT001462,Plant_561,Vendor_404
